S/NO.,TIME,STATION,IU,CASHCARD,VEHICLE,CARDTYPE,AMOUNT
2618,17/6/22 14:50,Exit      ,C13468868609,0,,Hourly         ,$0.00 
2619,17/6/22 14:51,Entry     ,C13474031805,0,,Season         ,$0.00 
2620,17/6/22 14:56,Exit      ,C13472907504,0,,Season         ,$0.00 
2621,17/6/22 14:56,Entry     ,C13471163562,0,,               ,$0.00 
2622,17/6/22 14:57,Exit      ,C13474948647,1.11E+15,,Hourly         ,$2.20 
2623,17/6/22 15:02,Exit      ,C13474458498,0,,Season         ,$0.00 
2624,17/6/22 15:09,Exit      ,C13471054099,0,,Season         ,$0.00 
2625,17/6/22 15:14,Exit      ,C13565788362,0,,Season         ,$0.00 
2626,17/6/22 15:15,Entry     ,C13388566302,0,,Hourly         ,$0.00 
2627,17/6/22 15:16,Entry     ,C13471635790,0,,Hourly         ,$0.00 
2628,17/6/22 15:32,Entry     ,C12365711236,0,,               ,$0.00 
2629,17/6/22 15:34,Exit      ,C13471635790,1.11E+15,,Hourly         ,$0.72 
2630,17/6/22 15:35,Exit      ,C13474031805,0,,Season         ,$0.00 
2631,17/6/22 15:37,Exit      ,C13473132573,0,,Season         ,$0.00 
2632,17/6/22 15:44,Exit      ,C13388566302,1.11E+15,,Hourly         ,$1.16 
2633,17/6/22 15:44,Entry     ,C13468198798,0,,Hourly         ,$0.00 
2634,17/6/22 15:55,Entry     ,C13474430223,0,,Hourly         ,$0.00 
2635,17/6/22 16:01,Entry     ,C13475298297,0,,Hourly         ,$0.00 
2636,17/6/22 16:08,Exit      ,C13471638926,0,,Use Ticket     ,$0.00 
2637,17/6/22 16:09,Exit      ,C12365711236,0,,               ,$0.00 
2638,17/6/22 16:10,Entry     ,C13473132573,0,,Season         ,$0.00 
2639,17/6/22 16:18,Exit      ,C13474500975,1.11E+15,,Hourly         ,$23.12 
2640,17/6/22 16:18,Entry     ,C13475495662,0,,Hourly         ,$0.00 
2641,17/6/22 16:20,Exit      ,C13475657602,1.11E+15,,               ,$6.44 
2642,17/6/22 16:20,Exit      ,C13475298297,1.01E+15,,Hourly         ,$0.80 
2643,17/6/22 16:21,Exit      ,C13471163562,1.11E+15,,               ,$2.38 
2644,17/6/22 16:21,Exit      ,C13468040828,1.11E+15,,Hourly         ,$4.88 
2645,17/6/22 16:24,Exit      ,C13565806669,1.11E+15,,               ,$3.28 
2646,17/6/22 16:37,Entry     ,C13388638291,0,,Hourly         ,$0.00 
2647,17/6/22 16:45,Exit      ,C13388638291,0,,Hourly         ,$0.00 
2648,17/6/22 16:48,Entry     ,C13471233068,0,,Hourly         ,$0.00 
2649,17/6/22 16:56,Exit      ,C13471574355,1.11E+15,,Hourly         ,$22.80 
2650,17/6/22 16:58,Exit      ,C13565751147,1.11E+15,,Hourly         ,$21.92 
2651,17/6/22 16:59,Exit      ,C13474478298,1.11E+15,,Hourly         ,$21.56 
2652,17/6/22 17:02,Entry     ,C13470650172,0,,Season         ,$0.00 
2653,17/6/22 17:05,Exit      ,C13475495662,1.11E+15,,Hourly         ,$1.88 
2654,17/6/22 17:08,Exit      ,C13059645510,1.11E+15,,Hourly         ,$1.50 
2655,17/6/22 17:11,Entry     ,C13566188174,0,,Hourly         ,$0.00 
2656,17/6/22 17:17,Exit      ,C13475456517,0,,Use Ticket     ,$0.00 
2657,17/6/22 17:22,Exit      ,C13474392049,1.11E+15,,Hourly         ,$22.16 
2658,17/6/22 17:26,Exit      ,C13474430223,1.11E+15,,Hourly         ,$3.64 
2659,17/6/22 17:36,Exit      ,C13473816851,0,,Season         ,$0.00 
2660,17/6/22 17:38,Exit      ,C13475012731,0,,Season         ,$0.00 
2661,17/6/22 17:41,Exit      ,C13468198798,1.11E+15,,Hourly         ,$4.68 
2662,17/6/22 17:41,Exit      ,C13472504781,1.11E+15,,Hourly         ,$21.20 
2663,17/6/22 17:41,Entry     ,C13468343612,0,,Season         ,$0.00 
2664,17/6/22 17:42,Exit      ,C13566188174,1.11E+15,,Hourly         ,$1.28 
2665,17/6/22 17:43,Entry     ,C13473344615,0,,Hourly         ,$0.00 
2666,17/6/22 17:45,Exit      ,C13473344615,0,,Hourly         ,$0.00 
2667,17/6/22 17:45,Exit      ,C13474601064,0,,Season         ,$0.00 
2668,17/6/22 17:47,Exit      ,C13468343612,0,,Season         ,$0.00 
2669,17/6/22 17:47,Exit      ,C13475529561,0,,Season         ,$0.00 
2670,17/6/22 17:50,Entry     ,C13470243670,0,,Hourly         ,$0.00 
2671,17/6/22 17:54,Exit      ,C13470688219,0,,Season         ,$0.00 
2672,17/6/22 17:56,Exit      ,C13471233068,1.11E+15,,Hourly         ,$2.76 
2673,17/6/22 17:57,Exit      ,C13473417907,1.11E+15,,Hourly         ,$23.20 
2674,17/6/22 18:08,Exit      ,C13472299008,0,,Season         ,$0.00 
2675,17/6/22 18:12,Exit      ,C13470041973,0,,Season         ,$0.00 
2676,17/6/22 18:22,Exit      ,C13474821932,0,,Season         ,$0.00 
2677,17/6/22 18:22,Exit      ,C13566533264,0,,Season         ,$0.00 
2678,17/6/22 18:25,Exit      ,C13471773724,0,,Use Ticket     ,$0.00 
2679,17/6/22 18:26,Exit      ,C13473144081,0,,Season         ,$0.00 
2680,17/6/22 18:35,Exit      ,C13469870746,0,,Use Ticket     ,$0.00 
2681,17/6/22 18:36,Exit      ,C13474691731,0,,Use Ticket     ,$0.00 
2682,17/6/22 18:43,Entry     ,C13473621162,0,,Hourly         ,$0.00 
2683,17/6/22 18:50,Exit      ,C13475420908,0,,Season         ,$0.00 
2684,17/6/22 18:54,Exit      ,C13473621162,1.11E+15,,Hourly         ,$3.00 
2685,17/6/22 18:56,Exit      ,C13566348834,0,,Use Ticket     ,$0.00 
2686,17/6/22 19:02,Entry     ,C13475265463,0,,Hourly         ,$0.00 
2687,17/6/22 19:04,Exit      ,C13472983023,0,,Season         ,$0.00 
2688,17/6/22 19:22,Entry     ,C13473429828,0,,Hourly         ,$0.00 
2689,17/6/22 19:23,Exit      ,C13473132573,0,,Season         ,$0.00 
2690,17/6/22 19:25,Entry     ,C13474211936,0,,Hourly         ,$0.00 
2691,17/6/22 19:26,Entry     ,C13470981417,0,,Hourly         ,$0.00 
2692,17/6/22 19:36,Entry     ,C13471448344,0,,Hourly         ,$0.00 
2693,17/6/22 19:36,Entry     ,C13472882892,0,,Hourly         ,$0.00 
2694,17/6/22 19:38,Entry     ,C13472498929,0,,Hourly         ,$0.00 
2695,17/6/22 19:39,Entry     ,C13473943408,0,,Hourly         ,$0.00 
2696,17/6/22 19:46,Entry     ,C13467693948,0,,Hourly         ,$0.00 
2697,17/6/22 19:50,Entry     ,C13473654080,0,,Hourly         ,$0.00 
2698,17/6/22 19:53,Entry     ,C13565965615,0,,Hourly         ,$0.00 
2699,17/6/22 19:58,Entry     ,C13471684909,0,,Hourly         ,$0.00 
2700,17/6/22 20:03,Exit      ,C13473500827,0,,Season         ,$0.00 
2701,17/6/22 20:08,Entry     ,C13468910783,0,,Hourly         ,$0.00 
2702,17/6/22 20:59,Exit      ,C13475170990,0,,Use Ticket     ,$0.00 
2703,17/6/22 21:10,Entry     ,C13566280243,0,,Hourly         ,$0.00 
2704,17/6/22 21:25,Entry     ,C13566289689,0,,Hourly         ,$0.00 
2705,17/6/22 21:25,Entry     ,C13472340515,0,,Hourly         ,$0.00 
2706,17/6/22 21:36,Exit      ,C13473210056,0,,Season         ,$0.00 
2707,17/6/22 21:47,Exit      ,C13473943408,1.11E+15,,Hourly         ,$3.00 
2708,17/6/22 22:05,Exit      ,C13467693948,1.11E+15,,Hourly         ,$3.00 
2709,17/6/22 22:07,Exit      ,C13473654080,1.11E+15,,Hourly         ,$3.00 
2710,17/6/22 22:07,Entry     ,C13471153149,0,,Hourly         ,$0.00 
2711,17/6/22 22:33,Entry     ,C13565771484,0,,Hourly         ,$0.00 
2712,17/6/22 22:40,Exit      ,C13472882892,1.11E+15,,Hourly         ,$3.00 
2713,17/6/22 23:41,Exit      ,C13471448344,1.11E+15,,Hourly         ,$3.00 
2714,17/6/22 23:42,Exit      ,C13470243670,1.11E+15,,Hourly         ,$3.40 
2715,17/6/22 23:52,Exit      ,C13470981417,1.11E+15,,Hourly         ,$3.00 
2716,18/6/22 00:00,Exit      ,C13471684909,1.11E+15,,Hourly         ,$3.05 
2717,18/6/22 00:02,Exit      ,C13468910783,1.11E+15,,Hourly         ,$3.15 
2718,18/6/22 00:05,Exit      ,C13566280243,1.11E+15,,Hourly         ,$3.30 
2719,18/6/22 00:06,Exit      ,C13565771484,1.11E+15,,Hourly         ,$3.35 
2720,18/6/22 00:07,Exit      ,C13471153149,1.11E+15,,Hourly         ,$3.40 
2721,18/6/22 00:07,Exit      ,C13475265463,1.11E+15,,Hourly         ,$3.40 
2722,18/6/22 00:08,Exit      ,C13473429828,1.11E+15,,Hourly         ,$3.45 
2723,18/6/22 00:14,Exit      ,C13472498929,1.11E+15,,Hourly         ,$3.75 
2724,18/6/22 00:15,Exit      ,C13474211936,1.11E+15,,Hourly         ,$3.80 
2725,18/6/22 00:16,Exit      ,C13472340515,1.11E+15,,Hourly         ,$3.85 
2726,18/6/22 00:23,Exit      ,C13565965615,1.11E+15,,Hourly         ,$4.20 
2727,18/6/22 00:57,Exit      ,C13566289689,1.11E+15,,Hourly         ,$5.90 
2728,18/6/22 07:10,Entry     ,C13566533264,0,,Season         ,$0.00 
2729,18/6/22 07:23,Entry     ,C13374895869,0,,Hourly         ,$0.00 
2730,18/6/22 07:33,Entry     ,C13474839968,0,,Season         ,$0.00 
2731,18/6/22 07:57,Entry     ,C13471167696,0,,Hourly         ,$0.00 
2732,18/6/22 09:17,Entry     ,C13388543152,0,,Hourly         ,$0.00 
2733,18/6/22 09:24,Entry     ,C13473600595,0,,Hourly         ,$0.00 
2734,18/6/22 09:24,Entry     ,C13388389735,0,,Hourly         ,$0.00 
2735,18/6/22 09:28,Entry     ,C13474050112,0,,Hourly         ,$0.00 
2736,18/6/22 09:39,Entry     ,C13472291294,0,,Hourly         ,$0.00 
2737,18/6/22 09:45,Exit      ,C13388389735,1.11E+15,,Hourly         ,$0.84 
2738,18/6/22 09:45,Entry     ,C13388779933,0,,Hourly         ,$0.00 
2739,18/6/22 09:51,Exit      ,C13388779933,0,,Hourly         ,$0.00 
2740,18/6/22 09:59,Exit      ,C13473600595,1.11E+15,,Hourly         ,$1.44 
2741,18/6/22 10:08,Entry     ,C13388227011,0,,Hourly         ,$0.00 
2742,18/6/22 10:14,Entry     ,C13566543815,0,,Hourly         ,$0.00 
2743,18/6/22 10:20,Entry     ,C13472814929,0,,Season         ,$0.00 
2744,18/6/22 10:26,Entry     ,C13469934584,0,,Hourly         ,$0.00 
2745,18/6/22 10:29,Exit      ,C13469934584,0,,Hourly         ,$0.00 
2746,18/6/22 10:31,Exit      ,C13474050112,1.11E+15,,Hourly         ,$2.52 
2747,18/6/22 10:35,Entry     ,C13060886384,0,,Hourly         ,$0.00 
2748,18/6/22 10:40,Exit      ,C13472291294,1.11E+15,,Hourly         ,$2.44 
2749,18/6/22 10:48,Entry     ,C13473692748,0,,Hourly         ,$0.00 
2750,18/6/22 10:48,Entry     ,C13469074596,0,,Hourly         ,$0.00 
2751,18/6/22 11:12,Exit      ,C13474839968,0,,Season         ,$0.00 
2752,18/6/22 11:30,Entry     ,C13473358837,0,,Hourly         ,$0.00 
2753,18/6/22 11:32,Entry     ,C13474723081,0,,Hourly         ,$0.00 
2754,18/6/22 11:34,Exit      ,C13473358837,0,,Hourly         ,$0.00 
2755,18/6/22 11:35,Entry     ,C13473881101,0,,Hourly         ,$0.00 
2756,18/6/22 11:40,Entry     ,C13566204576,0,,Hourly         ,$0.00 
2757,18/6/22 11:44,Entry     ,C13475020502,0,,               ,$0.00 
2758,18/6/22 11:52,Entry     ,C13470088857,0,,Hourly         ,$0.00 
2759,18/6/22 12:04,Entry     ,C13474904326,0,,Hourly         ,$0.00 
2760,18/6/22 12:05,Exit      ,C13566533264,0,,Season         ,$0.00 
2761,18/6/22 12:16,Entry     ,C13471163158,0,,Hourly         ,$0.00 
2762,18/6/22 12:17,Exit      ,C13473692748,1.11E+15,,Hourly         ,$3.60 
2763,18/6/22 12:19,Exit      ,C13374895869,1.11E+15,,Hourly         ,$11.84 
2764,18/6/22 12:26,Entry     ,C13472794923,0,,Hourly         ,$0.00 
2765,18/6/22 12:29,Exit      ,C13472794923,0,,Hourly         ,$0.00 
2766,18/6/22 12:30,Entry     ,C13566498109,0,,Hourly         ,$0.00 
2767,18/6/22 12:30,Entry     ,C13474484765,0,,Season         ,$0.00 
2768,18/6/22 12:45,Exit      ,C13388227011,1.11E+15,,Hourly         ,$6.28 
2769,18/6/22 12:50,Entry     ,C13472178635,0,,Hourly         ,$0.00 
2770,18/6/22 12:55,Entry     ,C13467849807,0,,Hourly         ,$0.00 
2771,18/6/22 13:01,Exit      ,C13474484765,0,,Season         ,$0.00 
2772,18/6/22 13:06,Entry     ,C13472977151,0,,Hourly         ,$0.00 
2773,18/6/22 13:06,Exit      ,C13566204576,1.11E+15,,Hourly         ,$3.48 
2774,18/6/22 13:09,Exit      ,C13469074596,1.11E+15,,Hourly         ,$5.68 
2775,18/6/22 13:14,Exit      ,C13474723081,1.11E+15,,Hourly         ,$4.08 
2776,18/6/22 13:31,Exit      ,C13472178635,1.11E+15,,Hourly         ,$1.64 
2777,18/6/22 13:45,Entry     ,C13473096329,0,,Hourly         ,$0.00 
2778,18/6/22 13:52,Entry     ,C13475233155,0,,Hourly         ,$0.00 
2779,18/6/22 14:02,Exit      ,C13470088857,1.11E+15,,Hourly         ,$5.24 
2780,18/6/22 14:14,Entry     ,C13565846219,0,,Hourly         ,$0.00 
2781,18/6/22 14:17,Exit      ,C13565846219,0,,Hourly         ,$0.00 
2782,18/6/22 14:25,Exit      ,C13474904326,1.11E+15,,Hourly         ,$5.68 
2783,18/6/22 14:36,Exit      ,C13475233155,1.11E+15,,Hourly         ,$1.76 
2784,18/6/22 14:41,Exit      ,C13471163158,1.11E+15,,Hourly         ,$5.80 
2785,18/6/22 14:44,Exit      ,C13472814929,0,,Season         ,$0.00 
2786,18/6/22 14:45,Exit      ,C13475020502,1.11E+15,,               ,$5.10 
2787,18/6/22 14:55,Entry     ,C13467193139,0,,Hourly         ,$0.00 
2788,18/6/22 14:59,Exit      ,C13467193139,0,,Hourly         ,$0.00 
2789,18/6/22 15:03,Exit      ,C13472977151,1.11E+15,,Hourly         ,$4.72 
2790,18/6/22 15:18,Entry     ,C13471558440,0,,Hourly         ,$0.00 
2791,18/6/22 15:27,Entry     ,C13472765249,0,,Hourly         ,$0.00 
2792,18/6/22 15:31,Exit      ,C13473881101,1.11E+15,,Hourly         ,$9.44 
2793,18/6/22 15:45,Exit      ,C13060886384,1.00E+15,,Hourly         ,$1.50 
2794,18/6/22 15:55,Exit      ,C13467849807,1.11E+15,,Hourly         ,$7.20 
2795,18/6/22 16:09,Entry     ,C13475579900,0,,Hourly         ,$0.00 
2796,18/6/22 16:15,Exit      ,C13566498109,1.11E+15,,Hourly         ,$9.00 
2797,18/6/22 16:15,Entry     ,C13474228636,0,,Hourly         ,$0.00 
2798,18/6/22 16:17,Exit      ,C13388543152,1.11E+15,,Hourly         ,$16.84 
2799,18/6/22 16:26,Exit      ,C13473096329,1.11E+15,,Hourly         ,$6.48 
2800,18/6/22 16:32,Entry     ,C13467193139,0,,Hourly         ,$0.00 
2801,18/6/22 16:36,Exit      ,C13467193139,0,,Hourly         ,$0.00 
2802,18/6/22 16:52,Exit      ,C13471558440,1.01E+15,,Hourly         ,$3.80 
2803,18/6/22 16:58,Exit      ,C13474228636,1.11E+15,,Hourly         ,$1.76 
2804,18/6/22 17:14,Entry     ,C13475407964,0,,Hourly         ,$0.00 
2805,18/6/22 17:14,Exit      ,C13472765249,1.11E+15,,Hourly         ,$4.32 
2806,18/6/22 17:40,Exit      ,C13566543815,1.11E+15,,Hourly         ,$17.84 
2807,18/6/22 17:44,Entry     ,C13373177090,0,,Hourly         ,$0.00 
2808,18/6/22 18:08,Entry     ,C13565788362,0,,Season         ,$0.00 
2809,18/6/22 18:44,Exit      ,C13475579900,1.11E+15,,Hourly         ,$7.44 
2810,18/6/22 19:13,Exit      ,C13373177090,1.11E+15,,Hourly         ,$3.64 
2811,18/6/22 19:16,Entry     ,C13471727828,0,,Hourly         ,$0.00 
2812,18/6/22 19:21,Entry     ,C13474497279,0,,Hourly         ,$0.00 
2813,18/6/22 19:28,Entry     ,C13474167329,0,,Hourly         ,$0.00 
2814,18/6/22 19:32,Entry     ,C13566424603,0,,Hourly         ,$0.00 
2815,18/6/22 20:18,Exit      ,C13565788362,0,,Season         ,$0.00 
2816,18/6/22 20:25,Entry     ,C13469317567,0,,Hourly         ,$0.00 
2817,18/6/22 20:26,Entry     ,C13565846219,0,,Hourly         ,$0.00 
2818,18/6/22 20:30,Exit      ,C13565846219,0,,Hourly         ,$0.00 
2819,18/6/22 20:40,Entry     ,C13565844619,0,,Hourly         ,$0.00 
2820,18/6/22 20:44,Exit      ,C13565844619,0,,Hourly         ,$0.00 
2821,18/6/22 20:52,Exit      ,C13474497279,1.11E+15,,Hourly         ,$3.00 
2822,18/6/22 21:16,Entry     ,C13566245405,0,,Hourly         ,$0.00 
2823,18/6/22 21:58,Exit      ,C13471167696,1.11E+15,,Hourly         ,$27.12 
2824,18/6/22 22:05,Exit      ,C13474167329,1.11E+15,,Hourly         ,$3.00 
2825,18/6/22 22:16,Entry     ,C13475085067,0,,Hourly         ,$0.00 
2826,18/6/22 22:35,Entry     ,C13474044545,0,,Hourly         ,$0.00 
2827,18/6/22 22:56,Exit      ,C13474044545,1.11E+15,,Hourly         ,$3.00 
2828,18/6/22 23:40,Exit      ,C13469317567,1.11E+15,,Hourly         ,$3.00 
2829,18/6/22 23:55,Exit      ,C13475085067,1.11E+15,,Hourly         ,$3.00 
2830,18/6/22 23:56,Exit      ,C13566424603,1.11E+15,,Hourly         ,$3.00 
2831,18/6/22 23:57,Exit      ,C13471727828,1.11E+15,,Hourly         ,$3.00 
2832,19/6/22 00:13,Exit      ,C13566245405,1.11E+15,,Hourly         ,$3.70 
2833,19/6/22 06:58,Entry     ,C13566526350,0,,Hourly         ,$0.00 
2834,19/6/22 07:20,Entry     ,C13566426409,0,,               ,$0.00 
2835,19/6/22 08:46,Entry     ,C13474385137,0,,Hourly         ,$0.00 
2836,19/6/22 08:49,Entry     ,C13475599562,0,,Hourly         ,$0.00 
2837,19/6/22 08:50,Entry     ,C13471223009,0,,Hourly         ,$0.00 
2838,19/6/22 08:50,Exit      ,C13471223009,0,,Hourly         ,$0.00 
2839,19/6/22 08:51,Exit      ,C13475599562,0,,Hourly         ,$0.00 
2840,19/6/22 08:56,Entry     ,C13474152710,0,,Hourly         ,$0.00 
2841,19/6/22 08:56,Entry     ,C13475676743,0,,Hourly         ,$0.00 
2842,19/6/22 08:57,Entry     ,C13566031341,0,,Hourly         ,$0.00 
2843,19/6/22 08:58,Entry     ,C13468954377,0,,Hourly         ,$0.00 
2844,19/6/22 09:02,Entry     ,C13474371302,0,,Hourly         ,$0.00 
2845,19/6/22 09:07,Entry     ,C13471969504,0,,Hourly         ,$0.00 
2846,19/6/22 09:11,Entry     ,C13565690012,0,,Hourly         ,$0.00 
2847,19/6/22 09:21,Entry     ,C13475014000,0,,Hourly         ,$0.00 
2848,19/6/22 09:22,Entry     ,C13566237056,0,,Hourly         ,$0.00 
2849,19/6/22 09:28,Entry     ,C13471584904,0,,Hourly         ,$0.00 
2850,19/6/22 09:30,Entry     ,C13474600082,0,,Hourly         ,$0.00 
2851,19/6/22 10:02,Entry     ,C13474661719,0,,Hourly         ,$0.00 
2852,19/6/22 10:03,Exit      ,C13474661719,0,,Hourly         ,$0.00 
2853,19/6/22 10:07,Exit      ,C13474152710,1.11E+15,,Hourly         ,$2.88 
2854,19/6/22 10:19,Entry     ,C13471861939,0,,Hourly         ,$0.00 
2855,19/6/22 10:22,Entry     ,C13467460952,0,,Hourly         ,$0.00 
2856,19/6/22 10:27,Entry     ,C13470116940,0,,Hourly         ,$0.00 
2857,19/6/22 10:28,Entry     ,C13474052051,0,,Hourly         ,$0.00 
2858,19/6/22 10:28,Exit      ,C13475014000,1.11E+15,,Hourly         ,$2.68 
2859,19/6/22 10:36,Exit      ,C13468954377,1.11E+15,,Hourly         ,$3.96 
2860,19/6/22 10:38,Entry     ,C13470585820,0,,Hourly         ,$0.00 
2861,19/6/22 10:40,Entry     ,C13396316095,0,,Hourly         ,$0.00 
2862,19/6/22 10:43,Entry     ,C13470533302,0,,Hourly         ,$0.00 
2863,19/6/22 10:47,Entry     ,C13473571424,0,,Hourly         ,$0.00 
2864,19/6/22 10:51,Exit      ,C13566031341,1.11E+15,,Hourly         ,$4.56 
2865,19/6/22 10:52,Entry     ,C13388578084,0,,Hourly         ,$0.00 
2866,19/6/22 10:55,Exit      ,C13470585820,1.11E+15,,Hourly         ,$0.72 
2867,19/6/22 10:57,Entry     ,C13473840646,0,,Hourly         ,$0.00 
2868,19/6/22 10:58,Exit      ,C13474600082,1.11E+15,,Hourly         ,$3.52 
2869,19/6/22 11:06,Exit      ,C13475676743,1.11E+15,,Hourly         ,$5.20 
2870,19/6/22 11:09,Entry     ,C13471680654,0,,Hourly         ,$0.00 
2871,19/6/22 11:13,Exit      ,C13471584904,1.11E+15,,Hourly         ,$4.24 
2872,19/6/22 11:15,Entry     ,C13474895078,0,,Hourly         ,$0.00 
2873,19/6/22 11:27,Entry     ,C13472624571,0,,Hourly         ,$0.00 
2874,19/6/22 11:34,Entry     ,C13472843328,0,,Hourly         ,$0.00 
2875,19/6/22 11:50,Exit      ,C13566426409,1.11E+15,,               ,$7.59 
2876,19/6/22 11:57,Exit      ,C13467460952,1.11E+15,,Hourly         ,$3.84 
2877,19/6/22 11:57,Exit      ,C13470116940,1.11E+15,,Hourly         ,$3.60 
2878,19/6/22 11:58,Entry     ,C13468006327,0,,Hourly         ,$0.00 
2879,19/6/22 11:58,Exit      ,C13471861939,1.11E+15,,Hourly         ,$3.96 
2880,19/6/22 12:08,Exit      ,C13474895078,1.11E+15,,Hourly         ,$2.16 
2881,19/6/22 12:09,Exit      ,C13468006327,1.11E+15,,Hourly         ,$0.44 
2882,19/6/22 12:18,Exit      ,C13471680654,1.11E+15,,Hourly         ,$2.76 
2883,19/6/22 12:31,Exit      ,C13473840646,1.11E+15,,Hourly         ,$3.80 
2884,19/6/22 12:32,Entry     ,C13472956929,0,,Hourly         ,$0.00 
2885,19/6/22 12:35,Exit      ,C13388578084,1.11E+15,,Hourly         ,$4.12 
2886,19/6/22 12:43,Exit      ,C13396316095,1.11E+15,,Hourly         ,$4.92 
2887,19/6/22 12:45,Exit      ,C13470533302,1.11E+15,,Hourly         ,$4.92 
2888,19/6/22 12:55,Exit      ,C13565690012,1.11E+15,,Hourly         ,$8.96 
2889,19/6/22 13:00,Entry     ,C13473983822,0,,Hourly         ,$0.00 
2890,19/6/22 13:07,Exit      ,C13566526350,1.00E+15,,Hourly         ,$14.80 
2891,19/6/22 13:09,Entry     ,C13475007599,0,,Hourly         ,$0.00 
2892,19/6/22 13:13,Exit      ,C13474371302,1.11E+15,,Hourly         ,$10.04 
2893,19/6/22 13:19,Exit      ,C13471969504,1.11E+15,,Hourly         ,$10.08 
2894,19/6/22 13:20,Exit      ,C13474385137,1.11E+15,,Hourly         ,$11.00 
2895,19/6/22 13:20,Exit      ,C13566237056,1.00E+15,,Hourly         ,$9.56 
2896,19/6/22 13:41,Exit      ,C13473571424,1.11E+15,,Hourly         ,$7.00 
2897,19/6/22 13:45,Exit      ,C13472956929,1.11E+15,,Hourly         ,$2.92 
2898,19/6/22 13:49,Entry     ,C13566526350,0,,Hourly         ,$0.00 
2899,19/6/22 14:23,Entry     ,C13473535824,0,,Hourly         ,$0.00 
2900,19/6/22 14:31,Exit      ,C13473535824,0,,Hourly         ,$0.00 
2901,19/6/22 14:38,Entry     ,C13471777279,0,,Hourly         ,$0.00 
2902,19/6/22 14:48,Exit      ,C13471777279,1.11E+15,,Hourly         ,$0.44 
2903,19/6/22 14:59,Exit      ,C13473983822,1.11E+15,,Hourly         ,$4.80 
2904,19/6/22 15:15,Entry     ,C13471327275,0,,Hourly         ,$0.00 
2905,19/6/22 15:17,Exit      ,C13471327275,0,,Hourly         ,$0.00 
2906,19/6/22 15:35,Entry     ,C13473692748,0,,Hourly         ,$0.00 
2907,19/6/22 15:53,Exit      ,C13472843328,1.11E+15,,Hourly         ,$10.40 
2908,19/6/22 16:04,Entry     ,C13473275430,0,,Season         ,$0.00 
2909,19/6/22 16:18,Entry     ,C13474422171,0,,Hourly         ,$0.00 
2910,19/6/22 16:19,Entry     ,C13474854850,0,,Hourly         ,$0.00 
2911,19/6/22 16:21,Entry     ,C13470093643,0,,Hourly         ,$0.00 
2912,19/6/22 16:31,Exit      ,C13472624571,1.11E+15,,Hourly         ,$12.20 
2913,19/6/22 16:57,Entry     ,C13472213629,0,,Hourly         ,$0.00 
2914,19/6/22 17:03,Exit      ,C13473692748,1.11E+15,,Hourly         ,$3.56 
2915,19/6/22 17:04,Exit      ,C13474854850,1.11E+15,,Hourly         ,$1.84 
2916,19/6/22 17:15,Exit      ,C13473275430,0,,Season         ,$0.00 
2917,19/6/22 17:50,Entry     ,C13475304740,0,,Hourly         ,$0.00 
2918,19/6/22 17:52,Entry     ,C13474797826,0,,Hourly         ,$0.00 
2919,19/6/22 17:54,Entry     ,C13474587163,0,,Hourly         ,$0.00 
2920,19/6/22 18:13,Entry     ,C13473778540,0,,Hourly         ,$0.00 
2921,19/6/22 18:28,Entry     ,C13472237241,0,,Hourly         ,$0.00 
2922,19/6/22 18:31,Entry     ,C13470993462,0,,Hourly         ,$0.00 
2923,19/6/22 18:35,Entry     ,C13474483394,0,,Hourly         ,$0.00 
2924,19/6/22 18:36,Exit      ,C13566184007,1.00E+15,,Hourly         ,$15.00 
2925,19/6/22 18:43,Exit      ,C13474587163,1.11E+15,,Hourly         ,$3.24 
2926,19/6/22 18:46,Entry     ,C13473336381,0,,Hourly         ,$0.00 
2927,19/6/22 18:52,Exit      ,C13472213629,1.00E+15,,Hourly         ,$5.52 
2928,19/6/22 19:08,Exit      ,C13566526350,                ,,Hourly         ,$13.04 
2929,19/6/22 19:18,Exit      ,C13473778540,1.11E+15,,Hourly         ,$3.00 
2930,19/6/22 19:35,Exit      ,C13474797826,1.11E+15,,Hourly         ,$3.32 
2931,19/6/22 20:07,Exit      ,C13475304740,1.11E+15,,Hourly         ,$3.40 
2932,19/6/22 20:08,Exit      ,C13474422171,1.11E+15,,Hourly         ,$7.08 
2933,19/6/22 20:32,Exit      ,C13470093643,1.11E+15,,Hourly         ,$6.96 
2934,19/6/22 20:39,Exit      ,C13473336381,1.11E+15,,Hourly         ,$3.00 
2935,19/6/22 20:50,Exit      ,C13470993462,1.00E+15,,Hourly         ,$3.00 
2936,19/6/22 21:35,Exit      ,C13474483394,1.11E+15,,Hourly         ,$3.00 
2937,19/6/22 21:38,Exit      ,C13472237241,1.11E+15,,Hourly         ,$3.00 
2938,20/6/22 06:39,Entry     ,C13471724785,0,,Season         ,$0.00 
2939,20/6/22 07:16,Entry     ,C13470461157,0,,Season         ,$0.00 
2940,20/6/22 07:36,Entry     ,C13566121918,0,,Season         ,$0.00 
2941,20/6/22 07:42,Entry     ,C13471757166,0,,Season         ,$0.00 
2942,20/6/22 07:46,Entry     ,C13396385172,0,,Hourly         ,$0.00 
2943,20/6/22 07:48,Entry     ,C13374832221,0,,Hourly         ,$0.00 
2944,20/6/22 07:48,Exit      ,C13396385172,0,,Hourly         ,$0.00 
